split,idx,lex_pos,lex_neg,polarity_mismatch,polarity_mismatch_dir,irony_prob
within,782,2,0,1,B_sarcasm,0.5224673
within,783,0,1,0,,0.034685124
within,784,0,1,0,,0.37522995
within,785,0,1,0,,0.09621867
within,786,0,1,0,,0.13127926
within,787,0,1,0,,0.20707588
within,788,1,0,1,B_sarcasm,0.74385995
within,789,0,0,0,,0.27458435
within,790,0,0,0,,0.058631666
within,791,0,0,0,,0.15103555
within,792,0,1,0,,0.12083986
within,793,0,1,0,,0.6226595
within,794,1,2,0,,0.13214292
within,795,0,3,0,,0.47379363
within,796,0,2,0,,0.21744657
within,797,2,1,0,,0.16272427
within,798,0,0,0,,0.11697461
within,799,0,2,0,,0.23425804
within,800,1,0,1,B_sarcasm,0.048988838
within,801,0,0,0,,0.06943836
within,802,0,2,0,,0.13820544
within,803,0,1,0,,0.11428618
within,804,0,0,0,,0.0289027
within,805,1,0,1,B_sarcasm,0.13258548
within,806,0,0,0,,0.085701585
within,807,0,2,0,,0.13308315
within,808,0,2,0,,0.30376634
within,809,0,2,0,,0.18741025
within,810,1,0,1,B_sarcasm,0.1199891
within,811,0,1,0,,0.9207766
within,812,0,0,0,,0.8327732
within,813,0,0,0,,0.07002793
within,814,0,0,0,,0.1837945
within,815,1,3,0,,0.74965364
within,816,0,0,0,,0.22084604
within,817,0,1,0,,0.34554052
within,818,0,1,0,,0.11629676
within,819,0,1,0,,0.5721084
within,820,0,0,0,,0.27461013
within,821,1,3,0,,0.39453414
within,822,0,1,0,,0.33037072
within,823,0,2,0,,0.07753028
within,824,0,3,0,,0.0880693
within,825,1,2,0,,0.2483283
within,826,1,0,1,B_sarcasm,0.11721542
within,827,1,1,0,,0.6890067
within,828,2,0,1,B_sarcasm,0.77192247
within,829,0,1,0,,0.3566506
within,830,2,1,0,,0.79145485
within,831,0,1,0,,0.23291332
within,832,0,1,0,,0.20844081
within,833,0,0,0,,0.022206184
within,834,0,3,0,,0.19155088
within,835,1,2,0,,0.67508197
within,836,1,0,1,B_sarcasm,0.11516699
within,837,0,0,0,,0.065350264
within,838,0,3,0,,0.091841
within,839,2,1,0,,0.053969227
within,840,1,1,0,,0.27516595
within,841,0,3,0,,0.3696511
within,842,1,2,0,,0.71939844
within,843,0,0,0,,0.30668646
within,844,0,1,0,,0.09026932
within,845,1,0,1,B_sarcasm,0.16794512
within,846,1,1,0,,0.48904678
within,847,0,2,0,,0.5016703
within,848,0,1,0,,0.5475455
within,849,0,1,0,,0.3592891
within,850,0,0,0,,0.35247192
within,851,0,3,0,,0.032703802
within,852,1,2,0,,0.93229216
within,853,1,1,0,,0.14039735
within,854,0,1,0,,0.10698339
within,855,0,1,0,,0.08997066
within,856,0,1,0,,0.30980164
within,857,0,0,0,,0.52884036
within,858,1,0,1,B_sarcasm,0.22322392
within,859,0,0,0,,0.58945334
within,860,1,0,1,B_sarcasm,0.11084263
within,861,0,2,0,,0.22103137
within,862,1,2,0,,0.2136423
within,863,1,1,0,,0.5619991
within,864,0,1,0,,0.32190388
within,865,0,1,0,,0.51839215
within,866,0,3,0,,0.83268386
within,867,1,1,0,,0.15572816
within,868,0,1,0,,0.35361502
within,869,1,1,0,,0.23419575
within,870,2,0,1,B_sarcasm,0.9145898
within,871,0,0,0,,0.0534705
within,872,1,2,0,,0.07647006
within,873,1,0,1,B_sarcasm,0.07539744
within,874,0,1,0,,0.0668219
within,875,0,1,0,,0.38103142
within,876,0,1,0,,0.045758717
within,877,0,2,0,,0.5470318
within,878,1,3,0,,0.4163018
within,879,2,5,0,,0.047963027
within,880,1,0,1,B_sarcasm,0.9248428
within,881,0,1,0,,0.08843633
within,882,0,1,0,,0.92658544
within,883,2,0,1,B_sarcasm,0.37196752
within,884,0,2,0,,0.6087054
within,885,0,2,0,,0.050684165
within,886,0,0,0,,0.14689142
within,887,1,0,1,B_sarcasm,0.14727306
within,888,0,0,0,,0.32027298
within,889,0,1,0,,0.7476097
within,890,0,1,0,,0.7557596
within,891,0,1,0,,0.84748465
within,892,0,1,0,,0.04020281
within,893,0,1,0,,0.13607265
within,894,2,2,0,,0.06724686
within,895,0,1,0,,0.09048469
within,896,0,2,0,,0.70882475
within,897,1,1,0,,0.76801765
within,898,0,1,0,,0.17047995
within,899,0,0,0,,0.31060302
within,900,0,0,0,,0.073233195
within,901,0,1,0,,0.23961449
within,902,0,0,0,,0.16719241
within,903,3,0,1,B_sarcasm,0.073664315
within,904,0,1,0,,0.04675148
within,905,0,0,0,,0.0882668
within,906,1,0,1,B_sarcasm,0.047896355
within,907,1,1,0,,0.8326753
short,0,1,1,0,,0.46989202
short,1,1,0,0,,0.6245218
short,2,0,1,1,A_joking_complaint,0.14148432
short,3,0,0,0,,0.10127909
short,4,0,0,0,,0.13837406
short,5,0,0,0,,0.09382452
short,6,0,0,0,,0.097807586
short,7,0,3,1,A_joking_complaint,0.24462852
short,8,0,0,0,,0.05861148
short,9,0,0,0,,0.79616284
short,10,0,0,0,,0.09502408
short,11,1,0,0,,0.08324589
short,12,0,0,0,,0.11072115
short,13,2,1,0,,0.04768956
short,14,1,0,0,,0.04105544
short,15,3,0,0,,0.069223866
short,16,2,0,0,,0.7211715
short,17,4,0,0,,0.9734672
short,18,1,0,0,,0.66636705
short,19,2,0,0,,0.9205224
short,20,3,3,0,,0.48253772
short,21,1,1,0,,0.51774955
short,22,0,0,0,,0.095262796
short,23,0,0,0,,0.05673969
short,24,3,0,0,,0.04591269
short,25,1,1,0,,0.6653759
short,26,1,0,0,,0.9702495
short,27,2,0,0,,0.82746273
short,28,1,0,0,,0.09506192
short,29,2,0,0,,0.16880524
short,30,2,0,0,,0.41851193
short,31,2,0,0,,0.8267113
short,32,0,0,0,,0.111688726
short,33,0,0,0,,0.067936115
short,34,1,0,0,,0.7043762
short,35,0,0,0,,0.06936083
short,36,0,0,0,,0.064820126
short,37,2,0,0,,0.7264304
short,38,2,0,0,,0.7110914
short,39,0,1,1,A_joking_complaint,0.11577652
short,40,1,0,0,,0.8173918
short,41,3,0,0,,0.085533634
short,42,2,1,0,,0.6176886
short,43,1,1,0,,0.38230354
short,44,0,1,1,A_joking_complaint,0.13407105
short,45,1,0,0,,0.89208037
short,46,2,1,0,,0.0296231
short,47,2,0,0,,0.017159298
short,48,0,0,0,,0.24819846
short,49,0,3,1,A_joking_complaint,0.05779543
short,50,0,1,1,A_joking_complaint,0.604499
short,51,0,0,0,,0.07446486
short,52,1,0,0,,0.74380463
short,53,1,3,0,,0.1266496
short,54,2,0,0,,0.11828486
short,55,1,1,0,,0.8755814
short,56,2,0,0,,0.040502846
short,57,0,0,0,,0.08758293
short,58,2,0,0,,0.06424874
short,59,3,0,0,,0.34465176
short,60,0,0,0,,0.83983904
short,61,0,0,0,,0.08817975
short,62,1,0,0,,0.44148695
short,63,0,1,1,A_joking_complaint,0.50425434
short,64,0,1,1,A_joking_complaint,0.2212387
short,65,0,0,0,,0.44756958
short,66,2,0,0,,0.13454263
short,67,1,0,0,,0.80303085
short,68,0,0,0,,0.033326555
short,69,2,0,0,,0.14085463
short,70,0,1,1,A_joking_complaint,0.051214334
short,71,0,0,0,,0.0624643
short,72,1,0,0,,0.10474367
short,73,0,0,0,,0.83682257
short,74,0,0,0,,0.15415625
short,75,0,0,0,,0.48182338
short,76,2,1,0,,0.92827135
short,77,6,2,0,,0.4192576
short,78,0,0,0,,0.29883966
short,79,0,1,1,A_joking_complaint,0.2643324
short,80,1,2,0,,0.04273041
short,81,1,0,0,,0.23001985
short,82,1,0,0,,0.2447073
short,83,0,2,1,A_joking_complaint,0.06969211
short,84,1,0,0,,0.97216076
short,85,2,1,0,,0.08879722
short,86,0,0,0,,0.12837555
short,87,1,2,0,,0.096093304
short,88,0,0,0,,0.092128254
short,89,1,0,0,,0.4453077
short,90,3,0,0,,0.16447322
short,91,0,2,1,A_joking_complaint,0.047757603
short,92,3,0,0,,0.21352208
short,93,0,0,0,,0.22307508
short,94,0,0,0,,0.15034178
short,95,0,1,1,A_joking_complaint,0.2126778
short,96,3,0,0,,0.22326319
short,97,0,0,0,,0.090269424
short,98,1,1,0,,0.048360758
short,99,1,1,0,,0.5083985
short,100,1,0,0,,0.9772296
short,101,3,0,0,,0.14818189
short,102,1,1,0,,0.2369712
short,103,0,0,0,,0.090220176
short,104,2,0,0,,0.039909378
short,105,2,1,0,,0.30036628
short,106,0,0,0,,0.4274172
short,107,2,0,0,,0.049827673
short,108,0,0,0,,0.06120662
short,109,1,0,0,,0.05117136
short,110,0,0,0,,0.76047295
short,111,2,0,0,,0.33525142
short,112,0,0,0,,0.17505054
short,113,3,1,0,,0.5908065
short,114,1,0,0,,0.24651584
short,115,0,0,0,,0.062811494
short,116,0,0,0,,0.1870926
short,117,1,1,0,,0.5543135
short,118,1,1,0,,0.121414535
short,119,0,0,0,,0.16625282
short,120,2,0,0,,0.3344428
short,121,0,0,0,,0.50862724
short,122,1,0,0,,0.41129044
short,123,2,0,0,,0.7879363
short,124,1,1,0,,0.04850718
short,125,0,1,1,A_joking_complaint,0.69403034
short,126,1,0,0,,0.49603328
short,127,0,2,1,A_joking_complaint,0.22565238
short,128,2,0,0,,0.44061422
short,129,1,0,0,,0.3172848
short,130,0,1,1,A_joking_complaint,0.28418747
short,131,0,0,0,,0.15814668
short,132,0,0,0,,0.09801868
short,133,0,0,0,,0.09553954
short,134,1,0,0,,0.8676413
short,135,2,0,0,,0.38631564
short,136,0,1,1,A_joking_complaint,0.46116823
short,137,1,0,0,,0.20539263
short,138,1,0,0,,0.28415743
short,139,2,1,0,,0.18351507
short,140,0,1,1,A_joking_complaint,0.052517693
short,141,1,0,0,,0.73167676
short,142,1,0,0,,0.057910416
short,143,1,0,0,,0.0924469
short,144,0,0,0,,0.30932048
short,145,0,0,0,,0.48959905
short,146,1,0,0,,0.6422608
short,147,1,0,0,,0.7442787
short,148,1,2,0,,0.24447115
short,149,1,0,0,,0.51357096
short,150,0,0,0,,0.5508035
short,151,0,0,0,,0.8240207
short,152,0,0,0,,0.6962553
short,153,1,0,0,,0.061486688
short,154,2,1,0,,0.54939735
short,155,2,2,0,,0.14698455
short,156,0,0,0,,0.07332024
short,157,0,0,0,,0.034147322
short,158,0,1,1,A_joking_complaint,0.09675672
short,159,0,0,0,,0.2199526
short,160,1,0,0,,0.05547878
short,161,3,0,0,,0.6984944
short,162,2,0,0,,0.7852514
short,163,1,0,0,,0.45945424
short,164,0,0,0,,0.06282956
short,165,0,0,0,,0.11042009
short,166,1,0,0,,0.60141
short,167,3,0,0,,0.3645059
short,168,0,0,0,,0.057058003
short,169,2,0,0,,0.052583475
short,170,0,0,0,,0.43963543
short,171,0,0,0,,0.11701813
short,172,2,0,0,,0.41859633
short,173,0,1,1,A_joking_complaint,0.19268064
short,174,0,0,0,,0.088814236
short,175,0,1,1,A_joking_complaint,0.32878786
short,176,1,1,0,,0.18326274
short,177,2,0,0,,0.975606
short,178,3,0,0,,0.32246217
short,179,1,0,0,,0.13663417
short,180,0,0,0,,0.119796455
short,181,1,0,0,,0.8069551
short,182,1,0,0,,0.7277296
short,183,0,1,1,A_joking_complaint,0.30069682
short,184,1,0,0,,0.22153683
short,185,1,1,0,,0.67048585
short,186,0,0,0,,0.39624894
short,187,2,0,0,,0.035965413
short,188,0,0,0,,0.04051932
short,189,0,0,0,,0.5468158
short,190,2,0,0,,0.07907056
short,191,2,0,0,,0.82705474
short,192,3,1,0,,0.15034522
short,193,1,0,0,,0.26294798
short,194,0,0,0,,0.023376629
short,195,0,0,0,,0.09265756
short,196,1,0,0,,0.65910333
short,197,3,0,0,,0.3577769
short,198,1,0,0,,0.037453193
short,199,5,0,0,,0.11552586
short,200,2,1,0,,0.48584127
short,201,2,1,0,,0.28177348
short,202,1,1,0,,0.47145635
short,203,0,0,0,,0.33701235
short,204,0,0,0,,0.17477433
short,205,0,1,1,A_joking_complaint,0.07127898
short,206,3,1,0,,0.030781722
short,207,0,1,1,A_joking_complaint,0.87617826
short,208,0,0,0,,0.052915495
short,209,2,0,0,,0.78209955
short,210,3,0,0,,0.280777
short,211,1,0,0,,0.8899097
short,212,0,0,0,,0.106601946
short,213,0,2,1,A_joking_complaint,0.43361256
short,214,2,0,0,,0.43974027
short,215,1,0,0,,0.4311918
short,216,1,0,0,,0.029787209
short,217,5,0,0,,0.18136309
short,218,1,0,0,,0.27850455
short,219,0,0,0,,0.7619564
short,220,1,0,0,,0.050115608
short,221,1,2,0,,0.54943985
short,222,0,1,1,A_joking_complaint,0.20363796
short,223,1,0,0,,0.10996013
short,224,1,0,0,,0.19608687
short,225,1,0,0,,0.20721486
short,226,2,0,0,,0.6165993
short,227,1,0,0,,0.2368303
short,228,0,0,0,,0.37143433
short,229,2,1,0,,0.5347022
short,230,1,1,0,,0.89213455
short,231,3,0,0,,0.30021882
short,232,0,2,1,A_joking_complaint,0.08684803
short,233,0,0,0,,0.28874397
short,234,0,1,1,A_joking_complaint,0.058168743
short,235,0,0,0,,0.18516108
short,236,2,0,0,,0.14681597
short,237,0,0,0,,0.07584359
short,238,1,0,0,,0.74347585
short,239,1,0,0,,0.324029
short,240,1,0,0,,0.91147816
short,241,2,0,0,,0.5142461
short,242,2,0,0,,0.14456671
short,243,0,0,0,,0.9545568
short,244,1,0,0,,0.07922271
short,245,0,0,0,,0.54397917
short,246,2,0,0,,0.39121252
short,247,0,0,0,,0.07207698
short,248,1,0,0,,0.19002196
short,249,2,0,0,,0.59213734
short,250,2,4,0,,0.43895692
short,251,2,0,0,,0.21750739
short,252,0,0,0,,0.06968084
short,253,3,0,0,,0.07675527
short,254,0,1,1,A_joking_complaint,0.062809706
short,255,0,0,0,,0.5476082
short,256,1,0,0,,0.13831347
short,257,1,0,0,,0.6787365
short,258,2,1,0,,0.40746
short,259,0,0,0,,0.4041885
short,260,0,1,1,A_joking_complaint,0.12902124
short,261,0,0,0,,0.84240055
short,262,0,0,0,,0.06658249
short,263,0,0,0,,0.22419606
short,264,0,2,1,A_joking_complaint,0.24611753
short,265,1,0,0,,0.035800286
short,266,0,1,1,A_joking_complaint,0.88334304
short,267,3,2,0,,0.36456174
short,268,2,1,0,,0.66831636
short,269,1,0,0,,0.7964185
short,270,0,0,0,,0.058507375
short,271,0,2,1,A_joking_complaint,0.23583518
short,272,1,0,0,,0.9075351
short,273,1,0,0,,0.77262455
short,274,1,0,0,,0.07697528
short,275,1,0,0,,0.9569268
short,276,0,0,0,,0.0677539
short,277,2,0,0,,0.29372647
short,278,0,1,1,A_joking_complaint,0.23174693
short,279,0,0,0,,0.04547657
short,280,1,0,0,,0.106914766
short,281,1,0,0,,0.049880058
short,282,1,0,0,,0.612682
short,283,3,0,0,,0.68106276
short,284,2,0,0,,0.06442111
short,285,2,0,0,,0.67665344
short,286,1,0,0,,0.04487468
short,287,1,0,0,,0.15979314
short,288,0,0,0,,0.038601656
short,289,0,0,0,,0.1160029
short,290,1,0,0,,0.15208097
short,291,1,0,0,,0.56353223
short,292,1,0,0,,0.22425617
short,293,0,0,0,,0.14072151
short,294,1,0,0,,0.6097111
short,295,0,1,1,A_joking_complaint,0.24171269
short,296,2,0,0,,0.09850367
short,297,1,0,0,,0.5088159
short,298,1,0,0,,0.8083883
short,299,0,1,1,A_joking_complaint,0.7198893
short,300,0,0,0,,0.07689501
short,301,1,0,0,,0.6434425
short,302,0,2,1,A_joking_complaint,0.5892837
short,303,2,0,0,,0.695561
short,304,1,0,0,,0.0846403
short,305,4,0,0,,0.025850305
short,306,0,0,0,,0.8017423
short,307,1,0,0,,0.765543
short,308,2,0,0,,0.9419048
short,309,1,0,0,,0.28399038
short,310,0,0,0,,0.06914255
short,311,6,0,0,,0.11673848
short,312,1,1,0,,0.98301977
short,313,0,0,0,,0.4652875
short,314,2,0,0,,0.35337725
short,315,0,0,0,,0.10612009
short,316,0,2,1,A_joking_complaint,0.89648986
short,317,2,0,0,,0.060218647
short,318,0,0,0,,0.1532256
short,319,3,1,0,,0.15409642
short,320,2,0,0,,0.082948
short,321,1,0,0,,0.54007673
short,322,0,0,0,,0.077944234
short,323,1,0,0,,0.43309003
short,324,2,0,0,,0.26134244
short,325,1,1,0,,0.39706904
short,326,0,0,0,,0.38753447
short,327,1,0,0,,0.8524366
short,328,0,0,0,,0.4201186
short,329,1,0,0,,0.5107073
short,330,1,1,0,,0.06219532
short,331,3,0,0,,0.0966506
short,332,0,1,1,A_joking_complaint,0.07349585
short,333,0,0,0,,0.1608249
short,334,0,1,1,A_joking_complaint,0.21968098
short,335,2,0,0,,0.078363635
short,336,1,0,0,,0.09891867
short,337,1,0,0,,0.05010786
short,338,1,0,0,,0.34676662
short,339,0,1,1,A_joking_complaint,0.34222683
short,340,0,0,0,,0.27890927
short,341,0,0,0,,0.92672324
short,342,0,2,1,A_joking_complaint,0.24713397
short,343,2,0,0,,0.103427455
short,344,1,0,0,,0.07460379
short,345,1,1,0,,0.22775994
short,346,2,1,0,,0.23530938
short,347,1,0,0,,0.94836426
short,348,2,0,0,,0.7116988
short,349,0,0,0,,0.0720026
short,350,0,0,0,,0.05617579
short,351,3,0,0,,0.22688885
short,352,1,0,0,,0.3208259
short,353,0,0,0,,0.8572234
short,354,3,1,0,,0.030464679
short,355,1,0,0,,0.4025289
short,356,0,0,0,,0.60190433
short,357,0,2,1,A_joking_complaint,0.94777256
short,358,3,1,0,,0.40465873
short,359,1,0,0,,0.054750342
short,360,0,0,0,,0.16846107
short,361,0,0,0,,0.07721432
short,362,0,1,1,A_joking_complaint,0.3620468
short,363,2,0,0,,0.14127074
short,364,0,0,0,,0.13179857
short,365,0,0,0,,0.29004213
short,366,0,0,0,,0.093889974
short,367,0,0,0,,0.7309949
short,368,2,0,0,,0.40611506
short,369,1,1,0,,0.8677562
short,370,1,0,0,,0.47691748
short,371,0,0,0,,0.098598205
short,372,2,0,0,,0.46315807
short,373,0,0,0,,0.050599717
short,374,2,0,0,,0.040035293
short,375,1,0,0,,0.104757875
short,376,1,0,0,,0.52082974
short,377,1,1,0,,0.03798828
short,378,0,1,1,A_joking_complaint,0.29465884
short,379,0,0,0,,0.06260474
short,380,0,0,0,,0.04940921
short,381,2,2,0,,0.041887254
short,382,1,2,0,,0.40923986
short,383,2,0,0,,0.033616513
short,384,1,0,0,,0.7385652
short,385,1,1,0,,0.13989766
short,386,1,1,0,,0.93830764
short,387,1,0,0,,0.84244543
short,388,2,0,0,,0.4618619
short,389,0,0,0,,0.56843394
short,390,0,1,1,A_joking_complaint,0.3398404
short,391,1,0,0,,0.12635948
short,392,1,0,0,,0.16071726
short,393,0,2,1,A_joking_complaint,0.44089407
short,394,1,0,0,,0.32569703
short,395,1,1,0,,0.2394426
short,396,0,2,1,A_joking_complaint,0.1337125
short,397,1,1,0,,0.2588511
short,398,1,0,0,,0.8446252
short,399,0,0,0,,0.14400253
short,400,0,0,0,,0.32979155
short,401,0,0,0,,0.6143352
short,402,0,2,1,A_joking_complaint,0.18864916
short,403,0,1,1,A_joking_complaint,0.32003373
short,404,2,0,0,,0.24484608
short,405,2,0,0,,0.8402725
short,406,0,0,0,,0.06288839
short,407,0,0,0,,0.08521903
short,408,2,0,0,,0.8741647
short,409,0,0,0,,0.93917114
short,410,1,2,0,,0.12987112
short,411,1,0,0,,0.5512304
short,412,1,1,0,,0.03448391
short,413,0,1,1,A_joking_complaint,0.091973186
short,414,0,1,1,A_joking_complaint,0.26956466
short,415,0,0,0,,0.3888602
short,416,1,0,0,,0.78884274
short,417,4,0,0,,0.23660816
short,418,2,2,0,,0.90335155
short,419,1,1,0,,0.5127947
short,420,0,0,0,,0.093963124
short,421,0,2,1,A_joking_complaint,0.09079765
short,422,1,5,0,,0.15712945
short,423,1,2,0,,0.60365516
short,424,0,1,1,A_joking_complaint,0.075084925
short,425,0,1,1,A_joking_complaint,0.2654628
short,426,0,0,0,,0.5204365
short,427,0,0,0,,0.038048416
short,428,1,0,0,,0.18191278
short,429,1,1,0,,0.75134486
short,430,1,0,0,,0.074057706
short,431,0,0,0,,0.17676139
short,432,1,0,0,,0.8408372
short,433,4,0,0,,0.14506826
short,434,1,0,0,,0.81134224
short,435,1,0,0,,0.9748443
short,436,1,0,0,,0.39386398
short,437,1,1,0,,0.031317297
short,438,0,0,0,,0.8083299
short,439,2,0,0,,0.8667481
short,440,1,0,0,,0.9644635
short,441,0,0,0,,0.23338948
short,442,1,2,0,,0.98285216
short,443,2,0,0,,0.31455296
short,444,1,0,0,,0.7449611
short,445,1,0,0,,0.6247252
short,446,1,1,0,,0.10585979
short,447,1,0,0,,0.9088111
short,448,1,1,0,,0.78315747
short,449,2,0,0,,0.21575317
short,450,0,0,0,,0.06326976
short,451,1,1,0,,0.07435935
short,452,0,0,0,,0.06183166
short,453,2,0,0,,0.6544683
short,454,1,0,1,B_sarcasm,0.28036082
short,455,1,0,1,B_sarcasm,0.049045242
short,456,0,0,0,,0.9291219
short,457,0,0,0,,0.3319974
short,458,1,2,0,,0.25970733
short,459,0,1,0,,0.0668532
short,460,0,0,0,,0.07471267
short,461,1,2,0,,0.06845295
short,462,1,0,1,B_sarcasm,0.14839236
short,463,0,2,0,,0.22960968
short,464,0,0,0,,0.24943121
short,465,0,1,0,,0.56087327
short,466,0,1,0,,0.05580816
short,467,0,0,0,,0.5531101
short,468,0,1,0,,0.0904736
short,469,0,0,0,,0.02205199
short,470,0,0,0,,0.114540555
short,471,1,1,0,,0.18978597
short,472,1,0,1,B_sarcasm,0.08668838
short,473,0,1,0,,0.7710303
short,474,0,2,0,,0.2342462
short,475,0,1,0,,0.052044384
short,476,0,0,0,,0.5381066
short,477,1,0,1,B_sarcasm,0.26701936
short,478,2,2,0,,0.068267815
short,479,1,4,0,,0.0755739
short,480,0,0,0,,0.54003304
short,481,0,1,0,,0.019840585
short,482,0,0,0,,0.065941386
short,483,0,0,0,,0.3547436
short,484,1,2,0,,0.6078114
short,485,0,2,0,,0.44440886
short,486,1,0,1,B_sarcasm,0.47166246
short,487,1,1,0,,0.050687507
short,488,1,1,0,,0.47546014
short,489,1,1,0,,0.7262141
short,490,0,1,0,,0.25701427
short,491,0,1,0,,0.26703945
short,492,1,2,0,,0.64438385
short,493,1,0,1,B_sarcasm,0.07574155
short,494,1,0,1,B_sarcasm,0.42630664
short,495,2,0,1,B_sarcasm,0.18389732
short,496,1,2,0,,0.4694389
short,497,0,0,0,,0.11058483
short,498,1,0,1,B_sarcasm,0.7224708
short,499,1,1,0,,0.31818745
short,500,1,0,1,B_sarcasm,0.44905394
short,501,1,0,1,B_sarcasm,0.6441855
short,502,1,0,1,B_sarcasm,0.09025094
short,503,0,3,0,,0.050292492
short,504,0,1,0,,0.11779449
short,505,0,0,0,,0.13044673
short,506,1,1,0,,0.2502915
short,507,0,0,0,,0.23737884
short,508,1,4,0,,0.27923957
short,509,3,0,1,B_sarcasm,0.21028745
short,510,0,1,0,,0.21736583
short,511,1,1,0,,0.6522293
short,512,0,2,0,,0.08317985
short,513,0,1,0,,0.4054626
short,514,0,1,0,,0.09904175
short,515,0,1,0,,0.07066929
short,516,0,0,0,,0.051649485
short,517,0,1,0,,0.73418546
short,518,0,1,0,,0.8050216
short,519,1,2,0,,0.54640156
short,520,0,1,0,,0.2900419
short,521,0,0,0,,0.20077653
short,522,0,2,0,,0.540402
short,523,0,2,0,,0.0423735
short,524,0,0,0,,0.029966941
short,525,1,1,0,,0.47648656
short,526,0,2,0,,0.1983304
short,527,1,0,1,B_sarcasm,0.06613827
short,528,1,0,1,B_sarcasm,0.5846795
short,529,1,0,1,B_sarcasm,0.22891939
short,530,0,0,0,,0.25315237
short,531,0,0,0,,0.11404368
short,532,0,0,0,,0.06891016
short,533,2,0,1,B_sarcasm,0.49215677
short,534,0,1,0,,0.2456479
short,535,1,0,1,B_sarcasm,0.23713262
short,536,1,1,0,,0.054812722
short,537,0,4,0,,0.14692238
short,538,1,1,0,,0.89422256
short,539,0,0,0,,0.18527296
short,540,0,0,0,,0.068186805
short,541,1,1,0,,0.101970844
short,542,1,1,0,,0.07807048
short,543,0,1,0,,0.49291956
short,544,0,1,0,,0.058487944
short,545,1,1,0,,0.40389767
short,546,1,0,1,B_sarcasm,0.04055916
short,547,0,1,0,,0.52690375
short,548,1,0,1,B_sarcasm,0.05481401
short,549,1,2,0,,0.95621127
short,550,0,0,0,,0.23103707
short,551,1,0,1,B_sarcasm,0.07704543
short,552,2,0,1,B_sarcasm,0.66815823
short,553,0,1,0,,0.097924106
short,554,0,0,0,,0.21722825
short,555,1,1,0,,0.5394256
short,556,0,0,0,,0.18503341
short,557,0,0,0,,0.31705874
short,558,0,0,0,,0.7032658
short,559,0,0,0,,0.23046342
short,560,0,0,0,,0.08224135
short,561,0,1,0,,0.123480335
short,562,0,1,0,,0.78563756
short,563,0,0,0,,0.04033866
short,564,1,0,1,B_sarcasm,0.061856225
short,565,0,0,0,,0.34304807
short,566,0,1,0,,0.3677167
short,567,1,3,0,,0.13541457
short,568,0,1,0,,0.08584774
short,569,0,1,0,,0.08092636
short,570,0,0,0,,0.4639907
short,571,2,1,0,,0.45287827
short,572,0,0,0,,0.6539971
short,573,0,1,0,,0.1048914
short,574,1,2,0,,0.13453947
short,575,1,0,1,B_sarcasm,0.20675038
short,576,0,1,0,,0.45194566
short,577,0,0,0,,0.09668751
short,578,1,0,1,B_sarcasm,0.62260884
short,579,0,0,0,,0.25074813
short,580,1,1,0,,0.14039277
short,581,0,2,0,,0.3676518
short,582,0,0,0,,0.04060402
short,583,2,0,1,B_sarcasm,0.44095114
short,584,3,0,1,B_sarcasm,0.051841725
short,585,0,0,0,,0.09152912
short,586,0,1,0,,0.17744069
short,587,0,1,0,,0.31678548
short,588,0,1,0,,0.73154
short,589,1,3,0,,0.54007906
short,590,0,0,0,,0.08661257
short,591,1,1,0,,0.305548
short,592,2,1,0,,0.11208819
short,593,2,0,1,B_sarcasm,0.7867988
short,594,1,0,1,B_sarcasm,0.08277399
short,595,1,0,1,B_sarcasm,0.19067213
short,596,1,1,0,,0.044864755
short,597,0,1,0,,0.12760007
short,598,2,0,1,B_sarcasm,0.24206682
short,599,0,0,0,,0.1123843
short,600,0,0,0,,0.091647685
short,601,0,2,0,,0.45928675
short,602,0,0,0,,0.08614982
short,603,1,0,1,B_sarcasm,0.11331509
short,604,0,0,0,,0.1753432
short,605,2,1,0,,0.1800144
short,606,0,0,0,,0.30141482
short,607,0,0,0,,0.071369566
short,608,0,0,0,,0.1354194
short,609,1,2,0,,0.5306182
short,610,0,1,0,,0.0437984
short,611,0,0,0,,0.044188924
short,612,1,1,0,,0.06924476
short,613,2,2,0,,0.09386817
short,614,2,0,1,B_sarcasm,0.094459325
short,615,0,0,0,,0.09218931
short,616,2,0,1,B_sarcasm,0.9803816
short,617,0,0,0,,0.1727439
short,618,0,1,0,,0.53247577
short,619,0,1,0,,0.3014144
short,620,0,0,0,,0.06750952
short,621,1,0,1,B_sarcasm,0.07522011
short,622,1,1,0,,0.19370253
short,623,0,0,0,,0.17155473
short,624,0,0,0,,0.12531605
short,625,0,0,0,,0.92449796
short,626,0,1,0,,0.080898814
short,627,0,0,0,,0.046197977
short,628,0,1,0,,0.08702605
short,629,1,0,1,B_sarcasm,0.27158853
short,630,0,0,0,,0.032273386
short,631,0,1,0,,0.03710309
short,632,1,3,0,,0.10600516
short,633,0,0,0,,0.47036457
short,634,0,0,0,,0.35159674
short,635,3,1,0,,0.17267069
short,636,0,1,0,,0.25900772
short,637,0,0,0,,0.14953093
short,638,0,1,0,,0.07421414
short,639,0,0,0,,0.7351096
short,640,0,1,0,,0.2110549
short,641,1,2,0,,0.22287068
short,642,0,0,0,,0.09875905
short,643,1,0,1,B_sarcasm,0.50821686
short,644,1,0,1,B_sarcasm,0.26006147
short,645,0,0,0,,0.04354325
