split,idx,lex_pos,lex_neg,pragmatic,pragmatic_dir,irony_prob
within,782,2,0,1,B_sarcasm,0.5224658
within,783,0,1,0,,0.034685012
within,784,0,1,0,,0.37522927
within,785,0,1,0,,0.0962185
within,786,0,1,0,,0.13127922
within,787,0,1,0,,0.20707563
within,788,1,0,1,B_sarcasm,0.74385893
within,789,0,0,0,,0.2745844
within,790,0,0,0,,0.058631696
within,791,0,0,0,,0.15103547
within,792,0,1,0,,0.12083967
within,793,0,1,0,,0.62265885
within,794,1,2,0,,0.13214283
within,795,0,3,0,,0.47379336
within,796,0,2,0,,0.21744654
within,797,2,1,0,,0.1627243
within,798,0,0,0,,0.11697416
within,799,0,2,0,,0.2342576
within,800,1,0,1,B_sarcasm,0.048988823
within,801,0,0,0,,0.06943826
within,802,0,2,0,,0.13820602
within,803,0,1,0,,0.11428599
within,804,0,0,0,,0.028902741
within,805,1,0,1,B_sarcasm,0.13258536
within,806,0,0,0,,0.08570154
within,807,0,2,0,,0.13308266
within,808,0,2,0,,0.30376565
within,809,0,2,0,,0.18741019
within,810,1,0,1,B_sarcasm,0.11998902
within,811,0,1,0,,0.92077637
within,812,0,0,0,,0.83277273
within,813,0,0,0,,0.07002785
within,814,0,0,0,,0.18379442
within,815,1,3,0,,0.7496534
within,816,0,0,0,,0.22084525
within,817,0,1,0,,0.34553993
within,818,0,1,0,,0.11629691
within,819,0,1,0,,0.57210726
within,820,0,0,0,,0.27460966
within,821,1,3,0,,0.39453304
within,822,0,1,0,,0.3303705
within,823,0,2,0,,0.07753006
within,824,0,3,0,,0.088069335
within,825,1,2,0,,0.24832797
within,826,1,0,1,B_sarcasm,0.117215596
within,827,1,1,0,,0.68900615
within,828,2,0,1,B_sarcasm,0.77192247
within,829,0,1,0,,0.35665023
within,830,2,1,0,,0.79145485
within,831,0,1,0,,0.23291251
within,832,0,1,0,,0.20844033
within,833,0,0,0,,0.022206247
within,834,0,3,0,,0.19155079
within,835,1,2,0,,0.67508006
within,836,1,0,1,B_sarcasm,0.11516684
within,837,0,0,0,,0.06534989
within,838,0,3,0,,0.0918407
within,839,2,1,0,,0.05396908
within,840,1,1,0,,0.27516562
within,841,0,3,0,,0.36965135
within,842,1,2,0,,0.71939844
within,843,0,0,0,,0.3066862
within,844,0,1,0,,0.0902694
within,845,1,0,1,B_sarcasm,0.16794506
within,846,1,1,0,,0.4890468
within,847,0,2,0,,0.5016696
within,848,0,1,0,,0.5475449
within,849,0,1,0,,0.35928795
within,850,0,0,0,,0.35247102
within,851,0,3,0,,0.032703813
within,852,1,2,0,,0.93229204
within,853,1,1,0,,0.14039716
within,854,0,1,0,,0.1069833
within,855,0,1,0,,0.08997063
within,856,0,1,0,,0.30980128
within,857,0,0,0,,0.52883995
within,858,1,0,1,B_sarcasm,0.22322333
within,859,0,0,0,,0.58945304
within,860,1,0,1,B_sarcasm,0.11084217
within,861,0,2,0,,0.2210307
within,862,1,2,0,,0.21364118
within,863,1,1,0,,0.56199855
within,864,0,1,0,,0.32190302
within,865,0,1,0,,0.51839197
within,866,0,3,0,,0.8326832
within,867,1,1,0,,0.15572806
within,868,0,1,0,,0.35361487
within,869,1,1,0,,0.23419534
within,870,2,0,1,B_sarcasm,0.9145898
within,871,0,0,0,,0.053470507
within,872,1,2,0,,0.07647007
within,873,1,0,1,B_sarcasm,0.07539725
within,874,0,1,0,,0.06682199
within,875,0,1,0,,0.3810316
within,876,0,1,0,,0.045758683
within,877,0,2,0,,0.54703164
within,878,1,3,0,,0.41630137
within,879,2,5,0,,0.04796299
within,880,1,0,1,B_sarcasm,0.9248429
within,881,0,1,0,,0.08843623
within,882,0,1,0,,0.9265854
within,883,2,0,1,B_sarcasm,0.37196672
within,884,0,2,0,,0.6087046
within,885,0,2,0,,0.05068417
within,886,0,0,0,,0.1468912
within,887,1,0,1,B_sarcasm,0.14727302
within,888,0,0,0,,0.32027322
within,889,0,1,0,,0.7476093
within,890,0,1,0,,0.75575936
within,891,0,1,0,,0.8474845
within,892,0,1,0,,0.040202696
within,893,0,1,0,,0.1360726
within,894,2,2,0,,0.067246936
within,895,0,1,0,,0.090484604
within,896,0,2,0,,0.7088238
within,897,1,1,0,,0.7680165
within,898,0,1,0,,0.1704798
within,899,0,0,0,,0.31060272
within,900,0,0,0,,0.0732331
within,901,0,1,0,,0.23961398
within,902,0,0,0,,0.1671918
within,903,3,0,1,B_sarcasm,0.07366408
within,904,0,1,0,,0.046751317
within,905,0,0,0,,0.088266574
within,906,1,0,1,B_sarcasm,0.04789607
within,907,1,1,0,,0.8326745
short,0,1,1,0,,0.46989152
short,1,1,0,0,,0.6245213
short,2,0,1,1,A_joking_complaint,0.14148395
short,3,0,0,0,,0.10127934
short,4,0,0,0,,0.13837422
short,5,0,0,0,,0.093824394
short,6,0,0,0,,0.0978076
short,7,0,3,1,A_joking_complaint,0.24462765
short,8,0,0,0,,0.058611497
short,9,0,0,0,,0.7961621
short,10,0,0,0,,0.09502375
short,11,1,0,0,,0.0832458
short,12,0,0,0,,0.110720955
short,13,2,1,0,,0.047689494
short,14,1,0,0,,0.041055404
short,15,3,0,0,,0.069223896
short,16,2,0,0,,0.72117156
short,17,4,0,0,,0.9734672
short,18,1,0,0,,0.66636693
short,19,2,0,0,,0.9205226
short,20,3,3,0,,0.4825379
short,21,1,1,0,,0.5177502
short,22,0,0,0,,0.09526259
short,23,0,0,0,,0.056739688
short,24,3,0,0,,0.04591266
short,25,1,1,0,,0.6653756
short,26,1,0,0,,0.9702496
short,27,2,0,0,,0.8274623
short,28,1,0,0,,0.09506202
short,29,2,0,0,,0.16880511
short,30,2,0,0,,0.41851115
short,31,2,0,0,,0.8267122
short,32,0,0,0,,0.11168863
short,33,0,0,0,,0.067936204
short,34,1,0,0,,0.7043768
short,35,0,0,0,,0.069360785
short,36,0,0,0,,0.064820096
short,37,2,0,0,,0.7264298
short,38,2,0,0,,0.7110913
short,39,0,1,1,A_joking_complaint,0.11577654
short,40,1,0,0,,0.8173925
short,41,3,0,0,,0.08553363
short,42,2,1,0,,0.61768997
short,43,1,1,0,,0.38230234
short,44,0,1,1,A_joking_complaint,0.13407099
short,45,1,0,0,,0.89208025
short,46,2,1,0,,0.029623125
short,47,2,0,0,,0.017159335
short,48,0,0,0,,0.24819833
short,49,0,3,1,A_joking_complaint,0.05779535
short,50,0,1,1,A_joking_complaint,0.6044986
short,51,0,0,0,,0.07446492
short,52,1,0,0,,0.74380505
short,53,1,3,0,,0.1266497
short,54,2,0,0,,0.11828465
short,55,1,1,0,,0.8755811
short,56,2,0,0,,0.040502727
short,57,0,0,0,,0.08758281
short,58,2,0,0,,0.064248644
short,59,3,0,0,,0.34465167
short,60,0,0,0,,0.8398394
short,61,0,0,0,,0.088179655
short,62,1,0,0,,0.44148505
short,63,0,1,1,A_joking_complaint,0.5042555
short,64,0,1,1,A_joking_complaint,0.22123793
short,65,0,0,0,,0.44756877
short,66,2,0,0,,0.1345435
short,67,1,0,0,,0.8030309
short,68,0,0,0,,0.033326652
short,69,2,0,0,,0.14085485
short,70,0,1,1,A_joking_complaint,0.051214367
short,71,0,0,0,,0.062464304
short,72,1,0,0,,0.10474355
short,73,0,0,0,,0.83682215
short,74,0,0,0,,0.15415548
short,75,0,0,0,,0.48182395
short,76,2,1,0,,0.92827135
short,77,6,2,0,,0.41925675
short,78,0,0,0,,0.29883817
short,79,0,1,1,A_joking_complaint,0.26433262
short,80,1,2,0,,0.042730387
short,81,1,0,0,,0.23001976
short,82,1,0,0,,0.2447069
short,83,0,2,1,A_joking_complaint,0.06969205
short,84,1,0,0,,0.97216076
short,85,2,1,0,,0.088797055
short,86,0,0,0,,0.12837547
short,87,1,2,0,,0.09609297
short,88,0,0,0,,0.09212833
short,89,1,0,0,,0.44530794
short,90,3,0,0,,0.16447356
short,91,0,2,1,A_joking_complaint,0.04775757
short,92,3,0,0,,0.21352153
short,93,0,0,0,,0.22307427
short,94,0,0,0,,0.15034208
short,95,0,1,1,A_joking_complaint,0.21267769
short,96,3,0,0,,0.22326419
short,97,0,0,0,,0.090269476
short,98,1,1,0,,0.048360694
short,99,1,1,0,,0.5083978
short,100,1,0,0,,0.97722965
short,101,3,0,0,,0.14818208
short,102,1,1,0,,0.23697093
short,103,0,0,0,,0.090220064
short,104,2,0,0,,0.039909404
short,105,2,1,0,,0.3003663
short,106,0,0,0,,0.42741787
short,107,2,0,0,,0.04982758
short,108,0,0,0,,0.0612066
short,109,1,0,0,,0.051171355
short,110,0,0,0,,0.7604723
short,111,2,0,0,,0.3352514
short,112,0,0,0,,0.1750498
short,113,3,1,0,,0.59080535
short,114,1,0,0,,0.24651562
short,115,0,0,0,,0.062811375
short,116,0,0,0,,0.18709241
short,117,1,1,0,,0.5543131
short,118,1,1,0,,0.12141448
short,119,0,0,0,,0.16625309
short,120,2,0,0,,0.3344428
short,121,0,0,0,,0.5086265
short,122,1,0,0,,0.41129002
short,123,2,0,0,,0.7879357
short,124,1,1,0,,0.048507143
short,125,0,1,1,A_joking_complaint,0.69403034
short,126,1,0,0,,0.49603367
short,127,0,2,1,A_joking_complaint,0.22565164
short,128,2,0,0,,0.44061312
short,129,1,0,0,,0.3172847
short,130,0,1,1,A_joking_complaint,0.28418684
short,131,0,0,0,,0.15814605
short,132,0,0,0,,0.098018505
short,133,0,0,0,,0.0955393
short,134,1,0,0,,0.8676415
short,135,2,0,0,,0.3863161
short,136,0,1,1,A_joking_complaint,0.46116874
short,137,1,0,0,,0.20539229
short,138,1,0,0,,0.28415814
short,139,2,1,0,,0.18351488
short,140,0,1,1,A_joking_complaint,0.052517638
short,141,1,0,0,,0.73167664
short,142,1,0,0,,0.05791025
short,143,1,0,0,,0.09244669
short,144,0,0,0,,0.3093198
short,145,0,0,0,,0.48959813
short,146,1,0,0,,0.6422607
short,147,1,0,0,,0.744279
short,148,1,2,0,,0.24447148
short,149,1,0,0,,0.5135714
short,150,0,0,0,,0.55080223
short,151,0,0,0,,0.824021
short,152,0,0,0,,0.69625556
short,153,1,0,0,,0.061486714
short,154,2,1,0,,0.5493967
short,155,2,2,0,,0.14698446
short,156,0,0,0,,0.07332023
short,157,0,0,0,,0.034147397
short,158,0,1,1,A_joking_complaint,0.0967567
short,159,0,0,0,,0.21995242
short,160,1,0,0,,0.05547866
short,161,3,0,0,,0.69849485
short,162,2,0,0,,0.785251
short,163,1,0,0,,0.45945278
short,164,0,0,0,,0.0628296
short,165,0,0,0,,0.11041994
short,166,1,0,0,,0.6014096
short,167,3,0,0,,0.36450598
short,168,0,0,0,,0.057057884
short,169,2,0,0,,0.052583482
short,170,0,0,0,,0.43963528
short,171,0,0,0,,0.117018186
short,172,2,0,0,,0.41859615
short,173,0,1,1,A_joking_complaint,0.19267987
short,174,0,0,0,,0.08881387
short,175,0,1,1,A_joking_complaint,0.32878774
short,176,1,1,0,,0.18326305
short,177,2,0,0,,0.975606
short,178,3,0,0,,0.32246187
short,179,1,0,0,,0.13663383
short,180,0,0,0,,0.11979613
short,181,1,0,0,,0.8069548
short,182,1,0,0,,0.727729
short,183,0,1,1,A_joking_complaint,0.30069765
short,184,1,0,0,,0.22153626
short,185,1,1,0,,0.6704852
short,186,0,0,0,,0.39624897
short,187,2,0,0,,0.035965417
short,188,0,0,0,,0.04051926
short,189,0,0,0,,0.5468156
short,190,2,0,0,,0.07907031
short,191,2,0,0,,0.8270547
short,192,3,1,0,,0.15034483
short,193,1,0,0,,0.26294807
short,194,0,0,0,,0.02337663
short,195,0,0,0,,0.09265747
short,196,1,0,0,,0.6591018
short,197,3,0,0,,0.3577766
short,198,1,0,0,,0.037453234
short,199,5,0,0,,0.11552575
short,200,2,1,0,,0.48584104
short,201,2,1,0,,0.2817731
short,202,1,1,0,,0.47145593
short,203,0,0,0,,0.33701238
short,204,0,0,0,,0.17477416
short,205,0,1,1,A_joking_complaint,0.07127888
short,206,3,1,0,,0.030781649
short,207,0,1,1,A_joking_complaint,0.8761781
short,208,0,0,0,,0.052915417
short,209,2,0,0,,0.78209895
short,210,3,0,0,,0.28077644
short,211,1,0,0,,0.8899094
short,212,0,0,0,,0.10660179
short,213,0,2,1,A_joking_complaint,0.43361154
short,214,2,0,0,,0.43973848
short,215,1,0,0,,0.4311907
short,216,1,0,0,,0.029787255
short,217,5,0,0,,0.1813627
short,218,1,0,0,,0.27850404
short,219,0,0,0,,0.76195586
short,220,1,0,0,,0.050115593
short,221,1,2,0,,0.5494389
short,222,0,1,1,A_joking_complaint,0.20363769
short,223,1,0,0,,0.10995951
short,224,1,0,0,,0.19608656
short,225,1,0,0,,0.20721442
short,226,2,0,0,,0.61659867
short,227,1,0,0,,0.23683041
short,228,0,0,0,,0.371435
short,229,2,1,0,,0.53470194
short,230,1,1,0,,0.8921343
short,231,3,0,0,,0.30021903
short,232,0,2,1,A_joking_complaint,0.08684813
short,233,0,0,0,,0.28874403
short,234,0,1,1,A_joking_complaint,0.05816876
short,235,0,0,0,,0.18516007
short,236,2,0,0,,0.14681572
short,237,0,0,0,,0.07584347
short,238,1,0,0,,0.743475
short,239,1,0,0,,0.32402888
short,240,1,0,0,,0.911478
short,241,2,0,0,,0.51424587
short,242,2,0,0,,0.14456646
short,243,0,0,0,,0.95455694
short,244,1,0,0,,0.07922295
short,245,0,0,0,,0.54397917
short,246,2,0,0,,0.3912125
short,247,0,0,0,,0.07207679
short,248,1,0,0,,0.1900214
short,249,2,0,0,,0.5921362
short,250,2,4,0,,0.43895593
short,251,2,0,0,,0.21750751
short,252,0,0,0,,0.06968089
short,253,3,0,0,,0.07675522
short,254,0,1,1,A_joking_complaint,0.06280978
short,255,0,0,0,,0.5476074
short,256,1,0,0,,0.13831334
short,257,1,0,0,,0.6787363
short,258,2,1,0,,0.40746015
short,259,0,0,0,,0.40418833
short,260,0,1,1,A_joking_complaint,0.12902144
short,261,0,0,0,,0.84240097
short,262,0,0,0,,0.06658246
short,263,0,0,0,,0.22419593
short,264,0,2,1,A_joking_complaint,0.2461167
short,265,1,0,0,,0.035800382
short,266,0,1,1,A_joking_complaint,0.8833429
short,267,3,2,0,,0.3645604
short,268,2,1,0,,0.6683162
short,269,1,0,0,,0.79641706
short,270,0,0,0,,0.058507297
short,271,0,2,1,A_joking_complaint,0.23583528
short,272,1,0,0,,0.90753496
short,273,1,0,0,,0.77262527
short,274,1,0,0,,0.07697539
short,275,1,0,0,,0.95692694
short,276,0,0,0,,0.06775402
short,277,2,0,0,,0.29372546
short,278,0,1,1,A_joking_complaint,0.23174672
short,279,0,0,0,,0.045476604
short,280,1,0,0,,0.10691466
short,281,1,0,0,,0.04988033
short,282,1,0,0,,0.6126818
short,283,3,0,0,,0.6810634
short,284,2,0,0,,0.06442096
short,285,2,0,0,,0.67665386
short,286,1,0,0,,0.04487468
short,287,1,0,0,,0.15979287
short,288,0,0,0,,0.038601644
short,289,0,0,0,,0.116001956
short,290,1,0,0,,0.152081
short,291,1,0,0,,0.5635322
short,292,1,0,0,,0.22425596
short,293,0,0,0,,0.14072114
short,294,1,0,0,,0.6097099
short,295,0,1,1,A_joking_complaint,0.24171299
short,296,2,0,0,,0.0985035
short,297,1,0,0,,0.5088148
short,298,1,0,0,,0.8083878
short,299,0,1,1,A_joking_complaint,0.71988916
short,300,0,0,0,,0.076895036
short,301,1,0,0,,0.64344096
short,302,0,2,1,A_joking_complaint,0.5892831
short,303,2,0,0,,0.695561
short,304,1,0,0,,0.08464032
short,305,4,0,0,,0.025850294
short,306,0,0,0,,0.8017426
short,307,1,0,0,,0.7655427
short,308,2,0,0,,0.941905
short,309,1,0,0,,0.28399023
short,310,0,0,0,,0.06914247
short,311,6,0,0,,0.116738185
short,312,1,1,0,,0.98301977
short,313,0,0,0,,0.4652879
short,314,2,0,0,,0.35337692
short,315,0,0,0,,0.1061199
short,316,0,2,1,A_joking_complaint,0.89648986
short,317,2,0,0,,0.060218453
short,318,0,0,0,,0.15322596
short,319,3,1,0,,0.15409629
short,320,2,0,0,,0.08294768
short,321,1,0,0,,0.5400767
short,322,0,0,0,,0.07794406
short,323,1,0,0,,0.4330904
short,324,2,0,0,,0.2613412
short,325,1,1,0,,0.39706862
short,326,0,0,0,,0.38753366
short,327,1,0,0,,0.8524367
short,328,0,0,0,,0.4201175
short,329,1,0,0,,0.51070684
short,330,1,1,0,,0.06219533
short,331,3,0,0,,0.09665019
short,332,0,1,1,A_joking_complaint,0.07349548
short,333,0,0,0,,0.16082463
short,334,0,1,1,A_joking_complaint,0.21968111
short,335,2,0,0,,0.07836358
short,336,1,0,0,,0.09891899
short,337,1,0,0,,0.050107855
short,338,1,0,0,,0.3467661
short,339,0,1,1,A_joking_complaint,0.34222582
short,340,0,0,0,,0.27890927
short,341,0,0,0,,0.92672324
short,342,0,2,1,A_joking_complaint,0.24713348
short,343,2,0,0,,0.103427276
short,344,1,0,0,,0.07460355
short,345,1,1,0,,0.22775911
short,346,2,1,0,,0.23530851
short,347,1,0,0,,0.948364
short,348,2,0,0,,0.7116982
short,349,0,0,0,,0.07200261
short,350,0,0,0,,0.0561758
short,351,3,0,0,,0.22688845
short,352,1,0,0,,0.32082686
short,353,0,0,0,,0.8572233
short,354,3,1,0,,0.030464647
short,355,1,0,0,,0.4025289
short,356,0,0,0,,0.60190463
short,357,0,2,1,A_joking_complaint,0.9477724
short,358,3,1,0,,0.40465784
short,359,1,0,0,,0.05475034
short,360,0,0,0,,0.16846085
short,361,0,0,0,,0.07721431
short,362,0,1,1,A_joking_complaint,0.36204672
short,363,2,0,0,,0.14127104
short,364,0,0,0,,0.13179827
short,365,0,0,0,,0.29004145
short,366,0,0,0,,0.09389011
short,367,0,0,0,,0.73099476
short,368,2,0,0,,0.4061142
short,369,1,1,0,,0.8677555
short,370,1,0,0,,0.47691604
short,371,0,0,0,,0.09859828
short,372,2,0,0,,0.4631576
short,373,0,0,0,,0.050599724
short,374,2,0,0,,0.04003515
short,375,1,0,0,,0.10475782
short,376,1,0,0,,0.52083004
short,377,1,1,0,,0.03798838
short,378,0,1,1,A_joking_complaint,0.29465887
short,379,0,0,0,,0.06260473
short,380,0,0,0,,0.049409073
short,381,2,2,0,,0.04188721
short,382,1,2,0,,0.40923896
short,383,2,0,0,,0.033616543
short,384,1,0,0,,0.7385656
short,385,1,1,0,,0.13989772
short,386,1,1,0,,0.93830764
short,387,1,0,0,,0.8424455
short,388,2,0,0,,0.4618613
short,389,0,0,0,,0.56843287
short,390,0,1,1,A_joking_complaint,0.33984068
short,391,1,0,0,,0.12635927
short,392,1,0,0,,0.16071701
short,393,0,2,1,A_joking_complaint,0.44089422
short,394,1,0,0,,0.32569662
short,395,1,1,0,,0.23944293
short,396,0,2,1,A_joking_complaint,0.13371232
short,397,1,1,0,,0.2588511
short,398,1,0,0,,0.8446246
short,399,0,0,0,,0.1440026
short,400,0,0,0,,0.3297915
short,401,0,0,0,,0.6143354
short,402,0,2,1,A_joking_complaint,0.18864879
short,403,0,1,1,A_joking_complaint,0.320033
short,404,2,0,0,,0.24484608
short,405,2,0,0,,0.8402726
short,406,0,0,0,,0.06288841
short,407,0,0,0,,0.08521918
short,408,2,0,0,,0.87416446
short,409,0,0,0,,0.939171
short,410,1,2,0,,0.12987062
short,411,1,0,0,,0.55123
short,412,1,1,0,,0.034483824
short,413,0,1,1,A_joking_complaint,0.091972955
short,414,0,1,1,A_joking_complaint,0.26956448
short,415,0,0,0,,0.38885957
short,416,1,0,0,,0.7888427
short,417,4,0,0,,0.23660953
short,418,2,2,0,,0.90335095
short,419,1,1,0,,0.51279336
short,420,0,0,0,,0.09396307
short,421,0,2,1,A_joking_complaint,0.0907975
short,422,1,5,0,,0.15712869
short,423,1,2,0,,0.603654
short,424,0,1,1,A_joking_complaint,0.07508468
short,425,0,1,1,A_joking_complaint,0.26546258
short,426,0,0,0,,0.5204369
short,427,0,0,0,,0.038048334
short,428,1,0,0,,0.18191251
short,429,1,1,0,,0.75134414
short,430,1,0,0,,0.0740578
short,431,0,0,0,,0.17676072
short,432,1,0,0,,0.8408367
short,433,4,0,0,,0.145068
short,434,1,0,0,,0.81134236
short,435,1,0,0,,0.9748443
short,436,1,0,0,,0.39386377
short,437,1,1,0,,0.03131728
short,438,0,0,0,,0.8083297
short,439,2,0,0,,0.8667478
short,440,1,0,0,,0.96446335
short,441,0,0,0,,0.23338918
short,442,1,2,0,,0.9828523
short,443,2,0,0,,0.31455263
short,444,1,0,0,,0.74496114
short,445,1,0,0,,0.62472594
short,446,1,1,0,,0.1058596
short,447,1,0,0,,0.9088107
short,448,1,1,0,,0.7831563
short,449,2,0,0,,0.21575375
short,450,0,0,0,,0.06326965
short,451,1,1,0,,0.07435919
short,452,0,0,0,,0.061831653
short,453,2,0,0,,0.65446854
short,454,1,0,1,B_sarcasm,0.28035992
short,455,1,0,1,B_sarcasm,0.049045216
short,456,0,0,0,,0.92912215
short,457,0,0,0,,0.33199692
short,458,1,2,0,,0.2597061
short,459,0,1,0,,0.06685309
short,460,0,0,0,,0.07471271
short,461,1,2,0,,0.06845287
short,462,1,0,1,B_sarcasm,0.14839199
short,463,0,2,0,,0.22960953
short,464,0,0,0,,0.24943134
short,465,0,1,0,,0.560873
short,466,0,1,0,,0.0558081
short,467,0,0,0,,0.5531086
short,468,0,1,0,,0.09047354
short,469,0,0,0,,0.022051957
short,470,0,0,0,,0.11454057
short,471,1,1,0,,0.18978567
short,472,1,0,1,B_sarcasm,0.08668832
short,473,0,1,0,,0.7710301
short,474,0,2,0,,0.2342455
short,475,0,1,0,,0.052044395
short,476,0,0,0,,0.5381076
short,477,1,0,1,B_sarcasm,0.2670188
short,478,2,2,0,,0.06826757
short,479,1,4,0,,0.07557378
short,480,0,0,0,,0.54003245
short,481,0,1,0,,0.019840619
short,482,0,0,0,,0.06594108
short,483,0,0,0,,0.3547435
short,484,1,2,0,,0.607811
short,485,0,2,0,,0.44440827
short,486,1,0,1,B_sarcasm,0.4716622
short,487,1,1,0,,0.050687447
short,488,1,1,0,,0.4754591
short,489,1,1,0,,0.7262135
short,490,0,1,0,,0.2570137
short,491,0,1,0,,0.26703915
short,492,1,2,0,,0.64438313
short,493,1,0,1,B_sarcasm,0.07574149
short,494,1,0,1,B_sarcasm,0.42630586
short,495,2,0,1,B_sarcasm,0.18389691
short,496,1,2,0,,0.46943727
short,497,0,0,0,,0.11058473
short,498,1,0,1,B_sarcasm,0.7224719
short,499,1,1,0,,0.31818798
short,500,1,0,1,B_sarcasm,0.44905367
short,501,1,0,1,B_sarcasm,0.6441845
short,502,1,0,1,B_sarcasm,0.09025111
short,503,0,3,0,,0.050292365
short,504,0,1,0,,0.11779422
short,505,0,0,0,,0.13044629
short,506,1,1,0,,0.25029197
short,507,0,0,0,,0.23737887
short,508,1,4,0,,0.2792393
short,509,3,0,1,B_sarcasm,0.2102871
short,510,0,1,0,,0.2173653
short,511,1,1,0,,0.6522294
short,512,0,2,0,,0.083179645
short,513,0,1,0,,0.40546265
short,514,0,1,0,,0.09904138
short,515,0,1,0,,0.07066931
short,516,0,0,0,,0.051649515
short,517,0,1,0,,0.73418486
short,518,0,1,0,,0.8050212
short,519,1,2,0,,0.5464015
short,520,0,1,0,,0.29004186
short,521,0,0,0,,0.20077622
short,522,0,2,0,,0.5404018
short,523,0,2,0,,0.042373437
short,524,0,0,0,,0.02996693
short,525,1,1,0,,0.47648624
short,526,0,2,0,,0.19833016
short,527,1,0,1,B_sarcasm,0.066138156
short,528,1,0,1,B_sarcasm,0.5846785
short,529,1,0,1,B_sarcasm,0.22891921
short,530,0,0,0,,0.2531524
short,531,0,0,0,,0.114043176
short,532,0,0,0,,0.06890996
short,533,2,0,1,B_sarcasm,0.49215645
short,534,0,1,0,,0.2456475
short,535,1,0,1,B_sarcasm,0.23713163
short,536,1,1,0,,0.05481272
short,537,0,4,0,,0.14692213
short,538,1,1,0,,0.8942222
short,539,0,0,0,,0.18527293
short,540,0,0,0,,0.06818672
short,541,1,1,0,,0.101970874
short,542,1,1,0,,0.07807024
short,543,0,1,0,,0.49291956
short,544,0,1,0,,0.05848785
short,545,1,1,0,,0.40389672
short,546,1,0,1,B_sarcasm,0.040559135
short,547,0,1,0,,0.5269036
short,548,1,0,1,B_sarcasm,0.054813918
short,549,1,2,0,,0.95621157
short,550,0,0,0,,0.23103647
short,551,1,0,1,B_sarcasm,0.077045426
short,552,2,0,1,B_sarcasm,0.66815835
short,553,0,1,0,,0.09792399
short,554,0,0,0,,0.21722792
short,555,1,1,0,,0.53942496
short,556,0,0,0,,0.18503271
short,557,0,0,0,,0.31705892
short,558,0,0,0,,0.7032662
short,559,0,0,0,,0.23046182
short,560,0,0,0,,0.08224118
short,561,0,1,0,,0.12348019
short,562,0,1,0,,0.7856374
short,563,0,0,0,,0.040338587
short,564,1,0,1,B_sarcasm,0.061856136
short,565,0,0,0,,0.34304836
short,566,0,1,0,,0.36771676
short,567,1,3,0,,0.13541456
short,568,0,1,0,,0.08584767
short,569,0,1,0,,0.080925964
short,570,0,0,0,,0.4639895
short,571,2,1,0,,0.45287925
short,572,0,0,0,,0.65399665
short,573,0,1,0,,0.1048913
short,574,1,2,0,,0.13453887
short,575,1,0,1,B_sarcasm,0.20675004
short,576,0,1,0,,0.45194483
short,577,0,0,0,,0.09668713
short,578,1,0,1,B_sarcasm,0.6226093
short,579,0,0,0,,0.25074753
short,580,1,1,0,,0.14039285
short,581,0,2,0,,0.36765122
short,582,0,0,0,,0.04060403
short,583,2,0,1,B_sarcasm,0.44095024
short,584,3,0,1,B_sarcasm,0.05184162
short,585,0,0,0,,0.09152893
short,586,0,1,0,,0.17744012
short,587,0,1,0,,0.31678477
short,588,0,1,0,,0.7315392
short,589,1,3,0,,0.54007846
short,590,0,0,0,,0.086612366
short,591,1,1,0,,0.3055481
short,592,2,1,0,,0.11208811
short,593,2,0,1,B_sarcasm,0.7867984
short,594,1,0,1,B_sarcasm,0.08277395
short,595,1,0,1,B_sarcasm,0.19067168
short,596,1,1,0,,0.044864673
short,597,0,1,0,,0.1275998
short,598,2,0,1,B_sarcasm,0.2420661
short,599,0,0,0,,0.11238439
short,600,0,0,0,,0.09164756
short,601,0,2,0,,0.45928532
short,602,0,0,0,,0.08614953
short,603,1,0,1,B_sarcasm,0.113315195
short,604,0,0,0,,0.17534226
short,605,2,1,0,,0.18001397
short,606,0,0,0,,0.30141455
short,607,0,0,0,,0.07136946
short,608,0,0,0,,0.13541947
short,609,1,2,0,,0.5306174
short,610,0,1,0,,0.04379831
short,611,0,0,0,,0.04418898
short,612,1,1,0,,0.06924465
short,613,2,2,0,,0.09386799
short,614,2,0,1,B_sarcasm,0.094459176
short,615,0,0,0,,0.0921892
short,616,2,0,1,B_sarcasm,0.9803816
short,617,0,0,0,,0.17274334
short,618,0,1,0,,0.5324758
short,619,0,1,0,,0.3014142
short,620,0,0,0,,0.06750954
short,621,1,0,1,B_sarcasm,0.075219974
short,622,1,1,0,,0.19370292
short,623,0,0,0,,0.17155439
short,624,0,0,0,,0.12531568
short,625,0,0,0,,0.92449796
short,626,0,1,0,,0.08089879
short,627,0,0,0,,0.046197824
short,628,0,1,0,,0.08702594
short,629,1,0,1,B_sarcasm,0.27158833
short,630,0,0,0,,0.03227337
short,631,0,1,0,,0.037103027
short,632,1,3,0,,0.106005065
short,633,0,0,0,,0.47036383
short,634,0,0,0,,0.3515959
short,635,3,1,0,,0.17267054
short,636,0,1,0,,0.2590081
short,637,0,0,0,,0.14953034
short,638,0,1,0,,0.07421401
short,639,0,0,0,,0.7351095
short,640,0,1,0,,0.21105516
short,641,1,2,0,,0.22287057
short,642,0,0,0,,0.09875884
short,643,1,0,1,B_sarcasm,0.5082164
short,644,1,0,1,B_sarcasm,0.260061
short,645,0,0,0,,0.043543246
short,646,0,0,0,,0.9157253
